"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL2106723";"FURAZOLIUM CHLORIDE";"FURAZOLIUM CHLORIDE|NF-963";"Small molecule";"0";"273.70";"";"";"1.63";"72.19";"5";"1";"0";"2";"N";"0.49";"None";"None";"-2.76";"-2.76";"2";"MOL";"0";"16";"6";"1";"0";"238.0281";"NEUTRAL";"C9H8ClN3O3S";"O=[N+]([O-])c1ccc(-c2csc3[n+]2CCN3)o1.[Cl-]"
"CHEMBL1689772";"OMADACYCLINE";"Amadacycline|BAY 73-6944|OMADACYCLINE|PTK 0796";"Small molecule";"4";"556.66";"12";"70";"1.32";"176.66";"10";"6";"2";"6";"N";"0.28";"2.85";"10.49";"-2.18";"-2.25";"1";"MOL";"0";"40";"11";"7";"3";"556.2897";"ZWITTERION";"C29H40N4O7";"CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O"
"CHEMBL30116";"PIPEMIDIC ACID";"PIPEMIDIC ACID|PIPEMIDIC ACID TRIHYDRATE|PIPRAM|Pipemidic acid";"Small molecule";"4";"303.32";"40";"146";"-0.08";"100.35";"7";"2";"0";"3";"N";"0.82";"5.11";"8.57";"-1.79";"-1.80";"2";"MOL";"0";"22";"8";"2";"0";"303.1331";"ZWITTERION";"C14H17N5O3";"CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21"
"CHEMBL2104921";"SULFAMAZONE";"SULFAMAZONE";"Small molecule";"0";"560.61";"";"";"2.08";"174.51";"11";"3";"2";"9";"N";"0.26";"-1.84";"None";"-0.16";"-1.88";"4";"MOL";"0";"38";"13";"3";"2";"560.1148";"ACID";"C23H24N6O7S2";"COc1ccc(NS(=O)(=O)c2ccc(NC(c3c(C)n(C)n(-c4ccccc4)c3=O)S(=O)(=O)O)cc2)nn1"
"CHEMBL74632";"MOXALACTAM";"LATAMOXEF|Moxalactam|Moxam";"Small molecule";"4";"520.48";"26";"93";"-1.13";"206.30";"12";"4";"2";"9";"N";"0.13";"2.81";"None";"0.17";"-6.72";"2";"MOL";"0";"36";"15";"4";"2";"520.1012";"ACID";"C20H20N6O9S";"CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21"
"CHEMBL1200588";"CLINDAMYCIN HYDROCHLORIDE";"CLEOCIN HYDROCHLORIDE|CLINDAMYCIN HYDROCHLORIDE|Cleocin|Clindamycin Hydrochloride|DALACIN C|U-25179E";"Small molecule";"4";"461.45";"19";"47";"0.39";"102.26";"7";"4";"0";"7";"N";"0.44";"12.41";"7.55";"1.04";"0.65";"0";"MOL";"0";"27";"7";"4";"0";"424.1799";"NEUTRAL";"C18H34Cl2N2O5S";"CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl"
"CHEMBL2106512";"NIFURATRONE";"NIFURATRONE";"Small molecule";"0";"200.15";"15";"17";"0.11";"102.58";"5";"1";"0";"4";"N";"0.24";"None";"None";"None";"None";"1";"MOL";"0";"14";"7";"1";"0";"200.0433";"None";"C7H8N2O5";"O=[N+]([O-])c1ccc(/C=[N+](/[O-])CCO)o1"
"CHEMBL2364632";"SARECYCLINE";"P-005672|P005672|SARECYCLINE";"Small molecule";"4";"487.51";"";"";"0.11";"173.86";"10";"5";"0";"5";"N";"0.28";"2.94";"8.25";"-3.04";"-3.22";"1";"MOL";"0";"35";"11";"6";"2";"487.1955";"ACID";"C24H29N3O8";"CON(C)Cc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O"
"CHEMBL2106399";"KITASAMYCIN";"ACETYLKITASAMYCIN|KITASAMYCIN|KITASAMYCIN TARTRATE";"Small molecule";"0";"785.97";"108";"274";"2.44";"199.98";"15";"4";"2";"11";"N";"0.18";"12.68";"7.90";"2.78";"2.16";"0";"MOL";"0";"55";"15";"4";"2";"785.4562";"NEUTRAL";"C40H67NO14";"CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O"
"CHEMBL2096639";"BACITRACIN ZINC";"BACITRACIN ZINC|ZIBA-RX";"Protein";"4";"1486.09";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1421.7489";"None";"C66H101N17O16SZn";"CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)[O-])C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)[O-])NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1.[Zn+2]"
"CHEMBL2104384";"ASPARTOCIN";"A 8999|ASPARTOCIN";"Protein";"0";"993.18";"";"";"-4.00";"399.53";"15";"12";"3";"16";"N";"0.07";"9.50";"7.66";"-5.29";"-5.60";"1";"BOTH";"0";"68";"24";"16";"3";"992.4208";"NEUTRAL";"C42H64N12O12S2";"CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(N)=O)NC1=O"
"CHEMBL1237072";"DIRITHROMYCIN";"DIRITHROMYCIN|Dynabac|LY 237216|LY-237216";"Small molecule";"4";"835.09";"17";"26";"2.20";"196.33";"16";"5";"2";"12";"N";"0.14";"12.48";"13.48";"2.95";"0.46";"0";"MOL";"0";"58";"16";"5";"2";"834.5453";"BASE";"C42H78N2O14";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O"
"CHEMBL2106153";"DANOFLOXACIN MESYLATE";"CP-76,136-27|DANOFLOXACIN MESYLATE";"Small molecule";"0";"453.49";"2";"4";"2.07";"65.78";"5";"1";"0";"3";"N";"0.91";"5.47";"6.72";"0.58";"-0.01";"2";"MOL";"0";"26";"6";"1";"0";"357.1489";"ACID";"C20H24FN3O6S";"CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1.CS(=O)(=O)O"
"CHEMBL1950577";"EPITETRACYCLINE HYDROCHLORIDE";"EPITETRACYCLINE HYDROCHLORIDE";"Small molecule";"0";"480.90";"2";"2";"-0.21";"181.62";"9";"6";"1";"2";"N";"0.34";"2.91";"8.81";"-3.47";"-3.70";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"ZWITTERION";"C22H25ClN2O8";"CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl"
"CHEMBL850";"SPARFLOXACIN";"AT-4140|CI-978|SPARFLOXACIN|Spara|Zagam";"Small molecule";"4";"392.41";"191";"1387";"2.08";"100.59";"6";"3";"0";"3";"N";"0.69";"5.56";"8.79";"-0.07";"-0.07";"2";"MOL";"0";"28";"7";"4";"0";"392.1660";"ZWITTERION";"C19H22F2N4O3";"C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1"
"CHEMBL1908305";"SULOPENEM";"CP-70,429|CP-70429|SULOPENEM";"Small molecule";"3";"349.46";"43";"167";"0.41";"94.91";"6";"2";"0";"4";"N";"0.71";"3.65";"None";"-1.32";"-4.65";"0";"MOL";"0";"21";"6";"2";"0";"349.0112";"ACID";"C12H15NO5S3";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[S@@+]([O-])C3)S[C@H]12"
"CHEMBL2104541";"VANEPRIM";"VANEPRIM";"Small molecule";"0";"520.56";"";"";"2.78";"175.35";"11";"4";"2";"11";"N";"0.27";"-1.78";"7.74";"-0.02";"0.06";"3";"MOL";"0";"36";"12";"5";"2";"520.1628";"ACID";"C23H28N4O8S";"CCOc1cc(C(Nc2ncc(Cc3cc(OC)c(OC)c(OC)c3)c(N)n2)S(=O)(=O)O)ccc1O"
"CHEMBL1201016";"CEFPODOXIME PROXETIL";"BANAN|CEFPODOXIME PROXETIL|CS-807|U-76252|Vantin";"Small molecule";"4";"557.61";"24";"75";"0.83";"180.97";"14";"2";"2";"10";"N";"0.14";"10.99";"3.28";"1.33";"1.33";"1";"MOL";"0";"37";"14";"3";"2";"557.1250";"NEUTRAL";"C21H27N5O9S2";"COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1"
"CHEMBL370252";"FLUMEQUINE";"FLUMEQUINE";"Small molecule";"0";"261.25";"22";"108";"2.35";"59.30";"3";"1";"0";"1";"Y";"0.86";"5.81";"None";"2.42";"0.82";"2";"MOL";"0";"19";"4";"1";"0";"261.0801";"ACID";"C14H12FNO3";"CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23"
"CHEMBL174";"AMPICILLIN";"AMFIPEN|AMINOBENZYLPENICILLIN|AMPICILLIN|AMPICILLIN TRIHYDRATE|AMPICILLIN/AMPICILLIN TRIHYDRATE|AMPILAR|ANHYDROUS AMPICILLIN|AY-6108|Alpha-Aminobenzylpenicillin|Amcill|Ampicillin|BRITCIN|BRL-1341|NSC-528986|OMNIPEN (AMPICILLIN)|Omnipen|Omnipen-N|P-50|PENBRITIN|PFIZERPEN-A|PRINCIPEN '125'|PRINCIPEN '250'|PRINCIPEN '500'|Penbritin|Penbritin-S|Pfizerpen-A|Polycillin|Polycillin-N|Polycillin-Prb|Principen|Probampacin|TOTACILLIN|Totacillin|Totacillin-N|VIDOPEN|WY 5103";"Small molecule";"4";"349.41";"500";"7099";"0.32";"112.73";"5";"3";"0";"4";"N";"0.67";"3.24";"7.23";"-2.00";"-2.36";"1";"MOL";"0";"24";"7";"4";"0";"349.1096";"ACID";"C16H19N3O4S";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL4297089";"TEICOPLANIN A3-1";"TEICOPLANIN A3-1";"Unknown";"0";"1564.27";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1562.3520";"None";"C72H68Cl2N8O28";"CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O"
"CHEMBL583";"GREPAFLOXACIN";"GREPAFLOXACIN|Grepafloxacin|Raxar";"Small molecule";"4";"359.40";"139";"381";"2.28";"74.57";"5";"2";"0";"3";"N";"0.88";"5.68";"8.77";"0.08";"0.08";"2";"MOL";"0";"26";"6";"2";"0";"359.1645";"ZWITTERION";"C19H22FN3O3";"Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1"
"CHEMBL1440";"TETRACYCLINE";"ACHROMYCIN V|Achromycin|Cyclopar|E701|ECONOMYCIN|Liquamycin|NSC-108579|PANMYCIN|SUPRAMYCIN|SUSTAMYCIN|TETRABID ORGANON|TETRACYCLINE|Tetracycline|Tetracyn|Vetquamycin";"Small molecule";"4";"444.44";"329";"5051";"-0.21";"181.62";"9";"6";"1";"2";"N";"0.34";"2.91";"8.81";"-3.47";"-3.70";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"ZWITTERION";"C22H24N2O8";"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL2106827";"LOMEFLOXACIN MESYLATE";"LOMEFLOXACIN MESYLATE|SC-47111B";"Small molecule";"0";"447.46";"";"";"1.80";"74.57";"5";"2";"0";"3";"N";"0.88";"5.45";"8.70";"-0.42";"-0.42";"2";"MOL";"0";"25";"6";"2";"0";"351.1394";"ZWITTERION";"C18H23F2N3O6S";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.CS(=O)(=O)O"
"CHEMBL1109";"SULFAPHENAZOLE";"ORISULF|SULFAFENAZOL|SULFAPHENAZOLE|SULPHAPHENAZOLE|Sulfabid|Sulfafenazol|Sulfaphenazole";"Small molecule";"4";"314.37";"146";"831";"2.26";"90.01";"5";"2";"0";"4";"N";"0.72";"6.82";"2.44";"1.81";"1.28";"3";"MOL";"0";"22";"6";"3";"0";"314.0837";"NEUTRAL";"C15H14N4O2S";"Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1"
"CHEMBL3989485";"PLEUROMULIN";"PLEUROMULIN";"Small molecule";"0";"378.51";"12";"14";"2.89";"83.83";"5";"2";"0";"3";"N";"0.58";"13.11";"None";"2.60";"2.60";"0";"MOL";"0";"27";"5";"2";"0";"378.2406";"NEUTRAL";"C22H34O5";"C=C[C@]1(C)C[C@@H](OC(=O)CO)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O"
"CHEMBL1908324";"METAMPICILLIN";"METAMPICILLIN|Metampicillin";"Small molecule";"0";"361.42";"4";"6";"1.06";"99.07";"5";"2";"0";"5";"N";"0.60";"3.24";"4.14";"-0.38";"-2.75";"1";"MOL";"0";"25";"7";"2";"0";"361.1096";"ACID";"C17H19N3O4S";"C=N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccccc1"
"CHEMBL1599";"CEPHAPIRIN";"CEFAPIRIN|Cephapirin";"Small molecule";"4";"423.47";"8";"50";"0.48";"125.90";"8";"2";"0";"7";"N";"0.37";"3.35";"4.99";"-2.05";"-4.17";"1";"MOL";"0";"28";"9";"2";"0";"423.0559";"ACID";"C17H17N3O6S2";"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1"
"CHEMBL1446";"KANAMYCIN SULFATE";"KANAMYCIN A SULFATE|KANAMYCIN MONOSULFATE|KANAMYCIN SULFATE|Kantrex|Klebcil";"Small molecule";"4";"582.58";"26";"75";"-7.29";"282.61";"15";"11";"2";"6";"N";"0.17";"12.05";"9.34";"-7.06";"-12.20";"0";"MOL";"0";"33";"15";"15";"2";"484.2381";"BASE";"C18H38N4O15S";"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O"
"CHEMBL4297191";"TEICOPLANIN A2-1";"TEICOPLANIN A2-1";"Unknown";"0";"1877.66";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1875.5409";"None";"C88H95Cl2N9O33";"CCCCC/C=C\CCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O"
"CHEMBL1200701";"DICLOXACILLIN SODIUM";"BRL-1702|DICLOXACILLIN SODIUM|DICLOXACILLIN SODIUM HYDRATE|DICLOXACILLIN SODIUM MONOHYDRATE|DICLOXACILLIN SODIUM SALT MONOHYDRATE|DYCILL|Dynapen|P-1011|PATHOCIL";"Small molecule";"4";"510.33";"11";"32";"3.20";"112.74";"6";"2";"0";"4";"N";"0.66";"3.75";"None";"2.91";"-0.38";"2";"MOL";"0";"30";"8";"2";"0";"469.0266";"ACID";"C19H18Cl2N3NaO6S";"Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+]"
"CHEMBL3301669";"DALBAVANCIN";"A-A-1|BI-397|BI397|DALBAVANCIN|MDL 64,397|MDL-64397|VER-001|VER001|VERO001";"Unknown";"4";"1816.72";"21";"372";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1814.6086";"None";"C88H100Cl2N10O28";"CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O"
"CHEMBL1652611";"PIRLIMYCIN";"PIRLIMYCIN|Pirlimycin";"Small molecule";"0";"410.96";"37";"105";"0.05";"111.05";"7";"5";"0";"6";"N";"0.39";"12.41";"8.88";"0.58";"-0.91";"0";"MOL";"0";"26";"7";"5";"0";"410.1642";"BASE";"C17H31ClN2O5S";"CC[C@@H]1CCN[C@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)C1"
"CHEMBL2105953";"CEFTERAM";"CEFTERAM|CEFTERAM PIVOXIL";"Small molecule";"0";"479.50";"";"";"-1.19";"190.81";"13";"3";"1";"7";"N";"0.25";"2.72";"3.42";"-1.41";"-4.09";"2";"MOL";"0";"32";"14";"4";"1";"479.0794";"ACID";"C16H17N9O5S2";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1"
"CHEMBL693";"OXACILLIN SODIUM";"Bactocill|Cryptocillin|Oxacillin sodium|Prostaphlin|SQ-16423";"Small molecule";"0";"423.43";"27";"68";"1.90";"112.74";"6";"2";"0";"4";"N";"0.75";"3.75";"None";"1.70";"-1.59";"2";"MOL";"-1";"28";"8";"2";"0";"401.1045";"ACID";"C19H18N3NaO5S";"Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+]"
"CHEMBL2105777";"ZORBAMYCIN";"LARAMYCIN|U-30,604|ZORBAMYCIN";"Small molecule";"0";"1374.52";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1373.5704";"None";"C54H87N17O21S2";"Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](CCO)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCC1=N[C@@H](c2nc(C(=O)NCCCC(=N)N)cs2)CS1)C(C)(C)O)C(C)O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H](OC(N)=O)[C@@H]1O"
"CHEMBL453514";"SPIRAMYCIN";"ACETYLSPIRAMYCIN|IL 5902|IL-5902|NSC-55926|NSC-64393|ROVAMYCINE 250|RP 5337|RP-5337|Rovamycin|SPIRAMYCIN|Spiramycin I";"Small molecule";"4";"843.06";"37";"113";"2.33";"195.38";"16";"4";"2";"11";"N";"0.17";"12.53";"9.26";"2.50";"0.02";"0";"MOL";"0";"59";"16";"4";"2";"842.5140";"BASE";"C43H74N2O14";"CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O"
"CHEMBL177";"AMIKACIN";"AMIKACIN|Amikacin|Amikin|BAY 41-6551|NSC-177001";"Small molecule";"4";"585.61";"212";"3262";"-8.42";"331.94";"17";"13";"3";"10";"N";"0.11";"12.16";"9.61";"-8.58";"-15.10";"0";"MOL";"0";"40";"18";"17";"3";"585.2857";"BASE";"C22H43N5O13";"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O"
"CHEMBL1200649";"QUINUPRISTIN";"QUINUPRISTIN|RP 57669|RP-57669";"Small molecule";"4";"1022.24";"6";"34";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1021.4732";"None";"C53H67N9O10S";"CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O"
"CHEMBL485940";"SULFAMETOMIDINE";"SULFAMETOMIDINE";"Small molecule";"0";"294.34";"3";"8";"1.18";"107.20";"6";"2";"0";"4";"N";"0.82";"7.19";"4.64";"1.39";"1.02";"2";"MOL";"0";"20";"7";"3";"0";"294.0787";"NEUTRAL";"C12H14N4O3S";"COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1"
"CHEMBL2146161";"MIKAMYCIN";"MIKAMYCIN|PRISTINAMYCIN|PYOSTACINE|RP 7293|RP-7293|SKF-7988";"Small molecule";"4";"1392.57";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1391.6438";"None";"C73H89N11O17";"CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1.CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)CCN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O"
"CHEMBL446";"SULFAMETHAZINE";"SMZ-MED 454|SULFADIMIDINE|SULFAMETHAZINE|SULFAMETHAZINE (TRISULFAPYRIMIDINES)|SULFAMEZATHINE ('S-MEZ')|Sulfamethazine";"Small molecule";"4";"278.34";"137";"350";"1.48";"97.97";"5";"2";"0";"3";"N";"0.83";"6.99";"2.00";"0.65";"0.21";"2";"MOL";"0";"19";"6";"3";"0";"278.0837";"NEUTRAL";"C12H14N4O2S";"Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1"
"CHEMBL422648";"PRULIFLOXACIN";"NM-441|NM441|PRULIFLOXACIN";"Small molecule";"3";"461.47";"12";"40";"2.64";"109.13";"9";"1";"0";"4";"N";"0.63";"5.82";"4.88";"2.55";"1.24";"3";"MOL";"0";"32";"9";"1";"0";"461.1057";"ACID";"C21H20FN3O6S";"Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1"
"CHEMBL1200855";"TICARCILLIN DISODIUM";"BRL 2288|BRL-2288|TICARCILLIN DISODIUM|TICARCILLIN DISODIUM SALT|TICARCILLIN SODIUM|Ticar";"Small molecule";"4";"428.40";"11";"11";"0.55";"124.01";"6";"3";"0";"5";"N";"0.50";"3.09";"None";"0.60";"-5.97";"1";"MOL";"0";"25";"8";"3";"0";"384.0450";"ACID";"C15H14N2Na2O6S2";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+]"
"CHEMBL2220427";"ERYTHROMYCIN PROPIONATE";"ERYTHROMYCIN PROPIONATE";"Small molecule";"4";"790.00";"107";"299";"2.75";"199.98";"15";"4";"2";"9";"N";"0.25";"12.68";"7.87";"3.74";"3.14";"0";"MOL";"0";"55";"15";"4";"2";"789.4875";"NEUTRAL";"C40H71NO14";"CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C"
"CHEMBL154166";"ACEDAPSONE";"ACEDAPSONE|Acedapsone|CI 556|CN-1883|DADDS|Hansolar|PAM-MR-1165";"Small molecule";"0";"332.38";"3";"4";"2.44";"92.34";"4";"2";"0";"4";"N";"0.90";"13.19";"None";"1.40";"1.40";"2";"MOL";"0";"23";"6";"2";"0";"332.0831";"NEUTRAL";"C16H16N2O4S";"CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1"
"CHEMBL2104763";"NIFURDAZIL";"NF-1010|NIFURDAZIL";"Small molecule";"0";"268.23";"";"";"0.25";"112.42";"6";"1";"0";"5";"N";"0.47";"None";"None";"-0.33";"-0.33";"1";"MOL";"0";"19";"9";"1";"0";"268.0808";"NEUTRAL";"C10H12N4O5";"O=C1N(CCO)CCN1/N=C/c1ccc([N+](=O)[O-])o1"
